Wavelength (nm),Bright1 (W/m^2/Âµm/sr),Bright2 (W/m^2/Âµm/sr),Dark1 (W/m^2/Âµm/sr)
300,0,0,0
700,0,0,0
730,0,0,0
739.0437,298.9582,252.7855,6.062683
739.0983,292.2399,247.0125,5.908576
739.1529,288.2356,243.5311,5.807266
739.2076,297.4927,251.3379,5.991169
739.2622,312.3099,263.9543,6.30178
739.3169,318.9266,269.7663,6.434338
739.3715,322.7043,273.2887,6.518652
739.4262,327.1122,277.339,6.650098
739.4809,324.1248,275.0146,6.636048
739.5356,315.4166,267.7499,6.481589
739.5903,315.1548,267.6855,6.493897
739.6449,326.1208,277.2185,6.747367
739.6997,334.3481,284.3597,6.939917
739.7544,331.4826,281.7833,6.873256
739.8092,324.2662,275.3018,6.697764
739.8639,320.7504,272.1545,6.602349
739.9186,322.0818,273.3553,6.607581
739.9734,326.879,277.5176,6.701737
740.0281,332.0531,282.1639,6.827296
740.0829,333.2467,283.5486,6.884045
740.1376,329.2742,280.3152,6.838081
740.1925,321.7699,273.9164,6.691144
740.2472,312.0795,265.4862,6.4715
740.302,305.6381,259.6747,6.323538
740.3569,309.3106,262.5642,6.399817
740.4116,321.1448,272.6053,6.658322
740.4665,332.1621,282.1317,6.914664
740.5213,337.213,286.6501,7.042881
740.5761,338.6335,288.1365,7.070266
740.631,338.7282,288.4071,7.062754
740.6859,334.9541,285.2243,6.980031
740.7407,325.7556,277.3763,6.777222
740.7956,317.9358,270.6736,6.590599
740.8505,320.4423,272.8128,6.60897
740.9054,329.8922,281,6.78067
740.9603,333.659,284.3253,6.873512
741.0152,325.9077,277.6432,6.749383
741.0701,310.0453,263.9702,6.453485
741.125,300.629,255.8647,6.29216
741.1799,306.6023,260.9662,6.429654
741.2349,310.9499,264.7067,6.512104
741.2899,306.2439,260.722,6.423459
741.3448,309.5738,263.6573,6.52118
741.3998,324.7141,277.0389,6.854945
741.4547,337.407,288.6335,7.118617
741.5097,340.0843,291.2469,7.162481
741.5647,334.4703,285.9567,7.014656
741.6197,322.067,274.5022,6.716976
741.6747,307.9576,262.0935,6.413249
741.7297,299.7188,255.1424,6.27143
741.7848,302.3051,257.3818,6.368279
741.8398,316.525,269.8421,6.69107
741.8948,331.3867,283.2215,7.018049
741.9499,333.2576,285.2752,7.075112
742.0049,324.0237,277.4603,6.899095
742.0599,318.5804,272.7785,6.812179
742.115,325.317,278.5059,6.968984
742.1701,334.7295,286.378,7.14124
742.2252,334.8546,285.9202,7.108457
742.2803,327.4319,278.9279,6.943603
742.3354,319.58,271.9157,6.785471
742.3905,311.7453,265.0854,6.621796
742.4456,303.368,257.9162,6.431738
742.5007,298.3882,253.7213,6.307915
742.5559,300.5121,255.4141,6.331079
742.611,308.4835,262.0338,6.465425
742.6662,317.1213,269.328,6.616891
742.7213,323.7383,274.9985,6.730319
742.7765,329.0758,279.5523,6.824341
742.8316,334.7529,284.6323,6.956461
742.8868,340.1223,289.9256,7.105007
742.942,342.7077,292.7172,7.205579
742.9972,343.2277,293.3431,7.275231
743.0525,343.4329,293.5968,7.341814
743.1077,342.8091,293.1017,7.368959
743.1629,340.0727,290.9197,7.321478
743.2181,335.8668,287.9325,7.223545
743.2734,333.2539,286.2336,7.156981
743.3286,334.0772,286.795,7.18248
743.3839,337.2271,289.454,7.260407
743.4391,340.3117,292.4879,7.319953
743.4945,342.1878,294.2914,7.35132
743.5497,343.5001,295.3563,7.378561
743.605,344.0117,295.3557,7.393866
743.6603,342.7486,293.4544,7.369684
743.7156,340.5026,291.0018,7.316413
743.7709,339.1646,289.7439,7.285438
743.8263,339.2647,289.7841,7.284685
743.8816,339.2544,289.7242,7.26716
743.9369,338.3637,288.9351,7.228235
743.9923,338.2627,288.8466,7.211245
744.0476,339.8358,290.1884,7.232492
744.103,341.0799,291.1923,7.252433
744.1583,338.085,288.2964,7.197655
744.2138,328.489,279.4535,7.008465
744.2691,318.4739,270.5046,6.787301
744.3245,318.3539,270.7014,6.748901
744.3799,324.324,276.3933,6.845743
744.4354,324.5212,276.839,6.854466
744.4907,322.5513,275.1652,6.838017
744.5462,327.6466,279.5071,6.964875
744.6017,334.3535,285.2292,7.119362
744.6571,330.4761,281.9548,7.062796
744.7125,315.543,269.2968,6.772447
744.768,307.029,262.351,6.609669
744.8235,316.5461,271.1532,6.839553
744.8789,329.8386,283.043,7.151468
744.9344,333.5942,286.3625,7.241107
744.9899,332.8805,285.6697,7.218846
745.0454,333.1117,285.7752,7.223336
745.101,333.8665,286.4413,7.251134
745.1565,334.994,287.4961,7.282687
745.212,336.3899,288.7115,7.314591
745.2676,337.2761,289.2132,7.327923
745.3231,337.3903,288.6067,7.313031
745.3787,337.1458,287.8191,7.300856
745.4342,336.8892,287.8922,7.298472
745.4898,334.7668,286.4189,7.251233
745.5454,331.0565,282.7415,7.169278
745.6009,330.8863,282.039,7.157938
745.6565,335.0033,285.4294,7.231365
745.7122,338.9144,288.8672,7.300022
745.7678,341.0694,291.2414,7.344826
745.8234,342.1567,292.9221,7.391535
745.879,341.9947,293.1295,7.416487
745.9347,341.2555,292.4522,7.41232
745.9903,340.7915,291.814,7.384413
746.0459,340.7075,291.6239,7.352592
746.1016,341.021,292.1094,7.362799
746.1573,341.3115,292.4941,7.389018
746.213,340.8002,292.0223,7.374571
746.2686,337.2816,288.9861,7.288533
746.3244,327.6112,280.6804,7.084781
746.38,315.0971,269.9369,6.82454
746.4358,311.8581,267.1412,6.760662
746.4915,321.9329,275.7559,6.992738
746.5472,333.8155,285.9201,7.272953
746.603,339.2335,290.5437,7.40632
746.6587,340.7903,291.8557,7.449841
746.7145,341.6967,292.6104,7.475137
746.7702,342.1414,292.9729,7.483986
746.826,341.7818,292.6437,7.470759
746.8818,340.8678,291.8388,7.437867
746.9376,339.9922,291.0701,7.406991
746.9934,339.0686,290.2571,7.387317
747.0492,337.9283,289.2591,7.363997
747.1049,337.7505,289.088,7.353228
747.1608,339.08,290.2032,7.385433
747.2166,340.2267,291.1614,7.429062
747.2724,339.6483,290.6501,7.430782
747.3283,338.0101,289.2419,7.403344
747.3841,337.1971,288.5606,7.391634
747.44,336.1012,287.644,7.370535
747.4959,332.245,284.3433,7.288702
747.5517,329.24,281.7579,7.225478
747.6076,331.4073,283.5995,7.277765
747.6636,335.4025,286.9983,7.371126
747.7195,335.8683,287.35,7.389458
747.7754,332.6053,284.4879,7.330575
747.8313,330.2133,282.3938,7.283867
747.8872,331.7254,283.6705,7.311149
747.9432,334.8462,286.3177,7.37461
747.9991,336.4852,287.6827,7.413409
748.055,336.043,287.27,7.40223
748.111,334.6133,286.0231,7.356853
748.167,334.4116,285.8322,7.332296
748.2229,335.9451,287.1216,7.356072
748.279,336.2577,287.3603,7.3711
748.3349,333.7881,285.2237,7.327359
748.391,331.2737,283.0545,7.280704
748.447,330.5075,282.3781,7.274431
748.503,329.528,281.5157,7.252271
748.559,328.1034,280.2712,7.199986
748.6151,328.9417,281.2308,7.189999
748.6711,331.9242,284.6544,7.248472
748.7271,334.7,288.0018,7.330757
748.7832,336.8556,290.2038,7.400755
748.8393,338.7567,291.8333,7.453985
748.8954,339.9324,292.8369,7.493395
748.9515,339.9737,292.8572,7.511685
749.0076,339.1716,292.1458,7.502797
749.0637,337.9089,291.037,7.478135
749.1198,336.4289,289.7428,7.452477
749.1759,335.4576,288.8897,7.440491
749.2321,333.7822,287.4295,7.414429
749.2882,328.4564,282.8203,7.305964
749.3443,322.793,277.921,7.186156
749.4005,323.9894,278.9344,7.219829
749.4566,330.4457,284.481,7.371009
749.5128,334.1763,287.6786,7.457544
749.569,330.245,284.2724,7.369073
749.6252,317.6257,273.3831,7.076694
749.6814,303.6313,261.3128,6.746214
749.7376,302.5182,260.3306,6.716005
749.7938,315.9271,271.8448,7.025918
749.85,329.7973,283.7587,7.344415
749.9062,335.7465,288.8609,7.478854
749.9625,335.732,288.8336,7.484031
750.0188,332.4149,285.9632,7.416728
750.075,329.9003,283.7795,7.357587
750.1312,331.722,285.3218,7.390046
750.1876,334.8639,287.9964,7.454203
750.2438,335.3193,288.3609,7.460294
750.3001,334.0026,287.2022,7.423554
750.3564,333.4942,286.7401,7.407088
750.4127,334.4109,287.5074,7.434953
750.469,335.844,288.7227,7.478137
750.5254,337.0768,289.7675,7.510704
750.5817,337.3375,289.9776,7.520046
750.6381,335.8805,288.7097,7.493682
750.6944,333.218,286.4003,7.438536
750.7508,330.6395,284.1628,7.379543
750.8071,329.6868,283.3255,7.3594
750.8635,330.9444,284.3861,7.398524
750.9199,332.9716,286.1069,7.455006
750.9763,334.3715,287.2891,7.488644
751.0327,334.9256,287.7456,7.502613
751.0891,335.0412,287.827,7.513138
751.1455,333.5313,286.513,7.487229
751.2019,323.6161,277.9786,7.268527
751.2584,303.5488,260.7243,6.820517
751.3148,291.7,250.5289,6.556243
751.3713,302.7392,259.9886,6.803257
751.4277,322.1324,276.6176,7.233749
751.4842,332.3044,285.3239,7.451515
751.5407,334.1688,286.9003,7.483149
751.5972,333.7289,286.5052,7.473756
751.6536,332.9686,285.8357,7.465168
751.7101,331.7988,284.8129,7.446659
751.7666,330.8695,283.9948,7.431307
751.8232,331.6978,284.6841,7.456316
751.8797,333.9596,286.6063,7.513998
751.9363,335.7513,288.1268,7.5592
751.9928,336.2514,288.5368,7.573654
752.0493,336.0764,288.3651,7.572214
752.1059,335.9301,288.216,7.569091
752.1625,335.8865,288.1542,7.564168
752.219,335.6292,287.9095,7.552745
752.2756,335.1522,287.4764,7.537585
752.3322,333.9275,286.4033,7.507878
752.3888,328.4121,281.6523,7.384877
752.4455,317.3897,272.1793,7.139233
752.5021,310.8299,266.5333,6.991991
752.5587,316.5783,271.4429,7.123521
752.6153,323.6179,277.4606,7.287264
752.672,320.8255,275.0484,7.226634
752.7286,316.8661,271.634,7.138515
752.7853,321.7036,275.7599,7.253938
752.8419,329.7001,282.5957,7.44313
752.8986,333.4751,285.8142,7.53386
752.9554,333.8767,286.1402,7.545675
753.0121,333.6187,285.8989,7.541311
753.0687,333.6347,285.8895,7.539484
753.1255,333.327,285.6013,7.528047
753.1822,330.8311,283.4402,7.470866
753.2389,325.0003,278.4243,7.341383
753.2957,319.4166,273.6228,7.217979
753.3524,320.1477,274.2317,7.240378
753.4091,326.1429,279.3474,7.382932
753.466,330.4355,283.0031,7.48237
753.5227,330.9882,283.4561,7.492679
753.5795,331.1351,283.5619,7.493365
753.6363,332.3258,284.561,7.520513
753.6931,333.1305,285.228,7.542512
753.7499,333.0164,285.108,7.544158
753.8067,332.8754,284.9664,7.543224
753.8636,333.0118,285.063,7.547093
753.9204,333.0637,285.0854,7.547041
753.9772,332.8403,285.0745,7.542688
754.0341,332.2774,285.3653,7.541971
754.091,331.6149,285.7643,7.544295
754.1478,331.2504,285.8373,7.545342
754.2047,331.0968,285.6946,7.546794
754.2616,330.5913,285.2378,7.540102
754.3185,329.3527,284.1478,7.512346
754.3754,328.3281,283.243,7.486092
754.4323,328.4664,283.3417,7.491221
754.4892,328.8834,283.6811,7.508999
754.5462,329.057,283.8103,7.519391
754.6031,329.647,284.2983,7.533644
754.66,330.5404,285.049,7.55304
754.717,331.0608,285.4776,7.565969
754.774,330.7513,285.188,7.560868
754.8309,329.1625,283.7953,7.526482
754.8879,326.4211,281.4125,7.46721
754.9449,324.1605,279.4465,7.420302
755.0019,324.2606,279.5155,7.426956
755.0589,326.3529,281.3004,7.478304
755.1159,328.5295,283.1567,7.530788
755.1729,329.7935,284.2262,7.561641
755.2299,330.2844,284.629,7.574632
755.287,330.3523,284.6663,7.576648
755.344,329.7456,284.1222,7.561697
755.4011,327.9267,282.5338,7.519946
755.4582,325.8556,280.7277,7.473523
755.5153,325.3383,280.2602,7.462286
755.5723,325.9536,280.7685,7.476623
755.6294,323.8332,278.9212,7.427132
755.6865,316.3557,272.4616,7.253956
755.7436,310.0351,266.9997,7.109834
755.8008,313.3166,269.8063,7.189048
755.8579,321.7353,277.0354,7.385881
755.915,325.8808,280.5847,7.483533
755.9722,325.9026,280.5836,7.48621
756.0293,325.8791,280.5439,7.486632
756.0865,324.8668,279.6526,7.462631
756.1437,320.1044,275.5326,7.352404
756.2009,313.7501,270.0414,7.20608
756.258,312.3084,268.7779,7.171053
756.3152,317.7111,273.4052,7.29316
756.3725,323.9315,278.7374,7.437545
756.4297,326.009,280.5057,7.488406
756.4869,325.6204,280.1523,7.482263
756.5441,325.5463,280.0694,7.483852
756.6013,325.1787,279.7334,7.478045
756.6586,323.8896,278.6035,7.448972
756.7158,323.7438,278.4573,7.445554
756.7731,325.7763,280.1861,7.494677
756.8304,327.9407,282.0283,7.5488
756.8877,328.5002,282.4897,7.56522
756.945,327.1439,281.3036,7.5368
757.0023,321.9518,276.8196,7.419668
757.0596,312.6799,268.8282,7.207389
757.1169,307.5114,264.3646,7.08846
757.1743,312.9832,269.0485,7.215367
757.2315,322.333,277.0663,7.433278
757.2889,327.2574,281.2796,7.548972
757.3463,328.3378,282.1883,7.574649
757.4036,328.5547,282.3544,7.579782
757.461,327.8546,281.7321,7.564141
757.5184,323.7793,278.2091,7.471081
757.5758,316.512,271.9434,7.30402
757.6331,312.7993,268.7325,7.218294
757.6905,316.876,272.214,7.312633
757.7479,323.3744,277.7756,7.463253
757.8054,326.7314,280.6383,7.540544
757.8628,326.4699,280.3925,7.533765
757.9203,323.6888,277.9831,7.470313
757.9777,321.3209,275.929,7.418731
758.0352,321.9907,276.4841,7.437706
758.0926,324.3935,278.5277,7.495724
758.1501,326.1208,279.9911,7.537291
758.2076,326.5873,280.3714,7.549194
758.2651,326.2656,280.0747,7.542769
758.3226,325.354,279.2714,7.522551
758.3801,323.8093,277.9247,7.487221
758.4376,321.4667,275.8933,7.433532
758.4952,315.8781,271.0763,7.305587
758.5527,307.0517,263.4818,7.102913
758.6102,303.7007,260.5866,7.026342
758.6678,308.8781,265.0093,7.146848
758.7253,311.6498,267.3671,7.211239
758.7829,308.7262,264.8382,7.142315
758.8405,309.7817,265.7225,7.165527
758.8981,316.3371,271.3247,7.318554
758.9557,320.5713,274.9367,7.419129
759.0133,320.8738,275.1765,7.428031
759.0709,321.6474,275.8193,7.447345
759.1285,323.7181,277.5744,7.496691
759.1861,324.796,278.4784,7.52301
759.2438,324.6263,278.3126,7.520322
759.3014,324.2817,277.9966,7.513455
759.3591,324.137,277.8517,7.511409
759.4168,324.3588,278.0207,7.517821
759.4745,324.1055,278.0526,7.521618
759.5322,321.5782,276.6726,7.490605
759.5899,317.3652,273.8392,7.421123
759.6475,314.5239,271.6405,7.365416
759.7052,315.0089,272.0389,7.377426
759.7629,317.641,274.2915,7.44017
759.8207,319.3587,275.7548,7.482854
759.8784,319.2794,275.667,7.48357
759.9362,319.2852,275.6524,7.485204
759.9939,320.222,276.4411,7.507838
760.0517,321.1632,277.2332,7.530304
760.1095,321.2544,277.2913,7.532303
760.1672,319.8695,276.0757,7.49994
760.225,317.3029,273.8406,7.44132
760.2828,315.371,272.1537,7.398
760.3406,313.7022,270.694,7.360015
760.3984,310.1652,267.6222,7.2776
760.4563,307.9485,265.6897,7.226351
760.5141,311.3058,268.5667,7.306661
760.572,316.5276,273.0521,7.430926
760.6298,317.7377,274.076,7.460493
760.6876,314.8543,271.5688,7.393451
760.7455,311.942,269.0367,7.325411
760.8034,311.8383,268.9273,7.323175
760.8613,314.0419,270.807,7.374846
760.9192,317.0923,273.4165,7.446266
760.9771,319.5148,275.485,7.503735
761.035,320.1798,276.0384,7.520308
761.0929,318.6952,274.7386,7.485661
761.1508,314.7095,271.2827,7.392536
761.2088,310.3961,267.5443,7.292895
761.2668,310.1597,267.3204,7.289122
761.3247,314.1487,270.7385,7.383691
761.3827,318.1137,274.1358,7.477362
761.4406,319.8498,275.6117,7.518985
761.4986,320.18,275.8756,7.527372
761.5566,319.9591,275.6651,7.522207
761.6146,319.2344,275.0204,7.505287
761.6726,317.6447,273.6305,7.468956
761.7307,314.5678,270.9601,7.398212
761.7887,307.8566,265.1602,7.24185
761.8467,297.1681,255.9352,6.991644
761.9048,290.9256,250.5397,6.845808
761.9628,295.633,254.5743,6.957363
762.0209,302.0457,260.0773,7.108972
762.0789,300.4374,258.6738,7.072027
762.1371,295.6065,254.4962,6.959408
762.1951,294.917,253.8842,6.944634
762.2532,299.4358,257.7551,7.052908
762.3113,307.5462,264.7167,7.245753
762.3695,314.9679,271.085,7.42207
762.4276,318.1238,273.7815,7.497741
762.4857,318.3875,273.9885,7.505228
762.5439,318.1616,273.774,7.50095
762.602,317.6775,273.3374,7.490445
762.6601,315.1847,271.1725,7.432699
762.7183,310.2926,266.9438,7.31835
762.7765,307.7444,264.7318,7.259105
762.8347,310.9765,267.4922,7.336062
762.8929,315.7981,271.6197,7.450645
762.9511,317.9333,273.4359,7.502178
763.0093,318.153,273.6043,7.508428
763.0675,317.8383,273.3132,7.501695
763.1258,317.3274,272.8535,7.490255
763.184,317.0254,272.5733,7.483748
763.2422,317.0824,272.6014,7.485285
763.3005,317.2145,272.6938,7.487817
763.3588,317.1755,272.6394,7.486115
763.4171,316.9271,272.4055,7.480274
763.4754,316.4768,271.9984,7.470603
763.5337,315.9837,271.5548,7.460455
763.5919,315.9478,271.5037,7.461156
763.6502,316.4947,271.9532,7.475097
763.7086,316.9396,272.3153,7.486382
763.7669,316.9286,272.2856,7.487409
763.8252,316.7733,272.132,7.485456
763.8836,316.6162,271.9772,7.483449
763.9419,316.5145,271.87,7.482376
764.0003,316.605,271.9278,7.485085
764.0587,316.5812,271.8873,7.484973
764.1171,315.6081,271.0312,7.463338
764.1755,313.5983,269.285,7.417468
764.2338,312.4377,268.2684,7.391126
764.2922,313.5651,269.2166,7.418762
764.3507,315.4641,270.8271,7.464975
764.4091,316.3959,271.607,7.488429
764.4675,316.5975,271.7598,7.49443
764.526,316.6058,271.7466,7.495779
764.5844,316.4246,271.5709,7.492696
764.6429,316.0593,271.2374,7.485258
764.7014,315.5388,270.7706,7.474072
764.7598,315.0776,270.3547,7.464193
764.8184,315.1161,270.3675,7.466005
764.8768,315.5387,270.7098,7.476731
764.9354,315.7283,270.8522,7.481849
764.9939,315.5466,270.6761,7.478328
765.0524,315.3509,270.4877,7.474637
765.111,315.0826,270.3895,7.474918
765.1695,313.9415,270.0595,7.474025
765.228,312.1805,269.4249,7.46711
765.2866,311.2206,268.9758,7.459998
765.3452,311.1451,268.9061,7.45919
765.4037,310.8397,268.6218,7.452518
765.4623,308.5823,266.6509,7.399564
765.5209,303.6512,262.3699,7.282523
765.5795,299.0668,258.3889,7.173326
765.6382,297.174,256.7338,7.128307
765.6968,296.8294,256.4167,7.120633
765.7554,298.7629,258.0677,7.168122
765.8141,302.5609,261.3289,7.260527
765.8727,301.3165,260.235,7.23175
765.9314,292.1939,252.3372,7.01371
765.99,283.4903,244.8019,6.805652
766.0487,281.2927,242.8854,6.753522
766.1074,283.2426,244.5504,6.800776
766.1661,287.201,247.9491,6.896615
766.2248,290.2776,250.5865,6.971678
766.2835,289.0722,249.5272,6.9438
766.3422,288.8227,249.2927,6.938675
766.401,295.5695,255.0967,7.101686
766.4597,303.0317,261.5176,7.282061
766.5185,299.3481,258.3199,7.194551
766.5772,279.0278,240.7672,6.707057
766.636,254.8383,219.8777,6.126547
766.6948,252.6429,217.9654,6.07469
766.7536,275.3409,237.5292,6.621218
766.8124,298.1934,257.2245,7.171474
766.8712,307.0753,264.8667,7.385851
766.93,308.021,265.6624,7.409449
766.9888,307.2828,265.0055,7.392576
767.0476,304.9723,262.9929,7.337814
767.1065,301.6766,260.131,7.259163
767.1653,300.9896,259.5187,7.243206
767.2242,304.199,262.2658,7.321202
767.283,307.8918,265.4293,7.411015
767.3419,309.2335,266.5657,7.444262
767.4008,308.6844,266.0722,7.432005
767.4597,307.9092,265.3838,7.414353
767.5186,307.9079,265.3624,7.415352
767.5775,308.4718,265.8281,7.429873
767.6364,308.9942,266.258,7.443228
767.6954,309.022,266.2616,7.444629
767.7543,308.2809,265.6028,7.427633
767.8133,307.3816,264.8076,7.406852
767.8722,307.3165,264.7312,7.406017
767.9312,307.7922,265.1205,7.417963
767.9902,307.9341,265.2221,7.421515
768.0492,307.417,264.7561,7.409146
768.1081,304.3124,262.0624,7.334969
768.1671,297.5732,256.2396,7.17371
768.2261,293.5059,252.718,7.076916
768.2852,297.5668,256.1948,7.175843
768.3442,304.0327,261.7419,7.332676
768.4032,306.3002,263.674,7.388515
768.4623,305.8559,263.2714,7.379097
768.5214,305.9002,263.2895,7.381308
768.5804,306.7248,263.9792,7.402164
768.6395,307.4173,264.555,7.419803
768.6986,307.6034,264.6948,7.425225
768.7577,307.559,264.6363,7.425008
768.8168,307.625,264.6729,7.427361
768.8759,307.7384,264.7502,7.430826
768.935,307.1534,264.2266,7.417461
768.9942,305.0029,262.3565,7.366264
769.0533,302.2701,259.9857,7.30102
769.1125,301.7667,259.5326,7.289822
769.1716,303.5028,261.0057,7.332819
769.2308,302.0641,259.7487,7.299126
769.29,294.4142,253.1512,7.115405
769.3492,288.4625,248.0142,6.972682
769.4083,292.3482,251.3353,7.067606
769.4675,300.9438,258.7051,7.276388
769.5267,305.9653,263.0017,7.39886
769.586,306.951,263.8286,7.423675
769.6452,305.9104,262.9139,7.399426
769.7045,303.7849,261.067,7.349076
769.7637,302.2427,259.7215,7.312795
769.823,302.3791,259.8186,7.31708
769.8822,303.5865,260.8357,7.347523
769.9415,304.0678,261.229,7.360499
770.0008,298.6326,256.5401,7.230143
770.0601,285.302,245.0697,6.908531
770.1194,277.1298,238.0309,6.711663
770.1787,285.084,244.8432,6.905151
770.238,298.2214,256.1064,7.22401
770.2973,304.1166,261.1492,7.367448
770.3567,305.0508,261.9312,7.391147
770.416,305.5604,262.3482,7.404907
770.4754,306.0381,262.7379,7.417773
770.5348,306.299,262.9414,7.425189
770.5941,306.4845,263.0804,7.430836
770.6535,306.4995,263.0729,7.432537
770.7129,306.171,262.7706,7.425935
770.7723,305.586,262.2481,7.412939
770.8317,305.1316,261.8377,7.402897
770.8911,304.8001,261.7571,7.405062
770.9506,303.8793,261.6888,7.414548
771.01,302.5225,261.3158,7.416599
771.0695,300.7642,260.0744,7.387328
771.129,295.4314,255.4445,7.25781
771.1884,285.4364,246.7832,7.013504
