Wavelength (nm),Bright1 (W/m^2/Âµm/sr),Bright2 (W/m^2/Âµm/sr),Dark1 (W/m^2/Âµm/sr)
861.3265,181.3307,157.4108,6.220335
861.4007,177.8956,154.4314,6.103589
861.4749,181.0567,157.1633,6.216317
861.5491,185.9514,161.3961,6.386311
861.6233,187.8699,163.046,6.452859
861.6976,187.2462,162.4898,6.431846
861.7718,184.4201,160.0211,6.334637
861.8461,182.2522,158.1225,6.25844
861.9204,184.2434,159.8321,6.322823
861.9947,187.7306,162.839,6.43656
862.069,189.3264,164.2049,6.483374
862.1433,189.6542,164.4703,6.485307
862.2176,187.7026,162.7741,6.427404
862.292,181.0199,157.023,6.269378
862.3663,174.3025,151.2585,6.141178
862.4407,174.4272,151.3826,6.196329
862.5151,178.8656,155.218,6.356969
862.5895,181.977,157.9033,6.46464
862.6639,182.9055,158.6968,6.484356
862.7383,182.6695,158.4789,6.452868
862.8128,181.9944,157.877,6.411037
862.8872,181.6239,157.5391,6.390831
862.9617,181.851,157.7169,6.39812
863.0362,182.0617,157.8791,6.406909
863.1107,181.808,157.641,6.398243
863.1852,181.5816,157.4282,6.387432
863.2597,181.666,157.4867,6.384413
863.3342,180.9898,156.8845,6.356118
863.4087,178.7654,154.9373,6.277149
863.4833,176.5787,153.0236,6.199783
863.5579,176.3426,152.8022,6.189163
863.6324,177.7776,154.0289,6.23623
863.707,179.605,155.5946,6.29568
863.7816,180.8559,156.6589,6.332429
863.8563,181.1947,156.9324,6.333336
863.9309,181.1258,156.8548,6.316729
864.0055,181.1328,156.8415,6.306355
864.0802,181.1243,156.8102,6.301905
864.1549,180.9848,156.6667,6.293114
864.2296,180.852,156.5321,6.281596
864.3042,180.6705,156.3555,6.267616
864.3789,180.1833,155.914,6.243285
864.4537,179.6569,155.4382,6.216569
864.5284,179.6239,155.3887,6.205428
864.6032,179.9534,155.6523,6.204966
864.6779,180.1601,155.8102,6.199207
864.7527,180.0864,155.7243,6.18671
864.8275,179.6296,155.3054,6.163612
864.9023,177.9237,153.807,6.094996
864.9771,174.1472,150.519,5.952551
865.0519,170.4792,147.3248,5.813917
865.1267,170.6365,147.4363,5.805373
865.2016,174.0801,150.3866,5.90662
865.2765,176.8465,152.7516,5.981231
865.3513,177.0893,152.9357,5.96931
865.4262,175.8642,151.849,5.911593
865.5011,174.8345,150.9307,5.861399
865.576,174.5332,150.6437,5.833132
865.651,174.2546,150.3769,5.805017
865.7259,173.5355,149.7273,5.761588
865.8009,172.3914,148.7083,5.700938
865.8758,169.2693,145.8804,5.61796
865.9508,159.8908,137.2531,5.505981
866.0258,146.5228,124.9796,5.348825
866.1008,136.6629,116.1537,5.095382
866.1758,127.9927,108.7309,4.700115
866.2509,113.9677,96.79004,4.13111
866.3259,93.49134,79.37785,3.36739
866.401,74.21976,62.99461,2.656866
866.4761,70.20073,59.55761,2.489868
866.5511,84.68726,71.8167,2.972491
866.6262,105.4378,89.37874,3.665202
866.7014,121.4499,102.9111,4.181652
866.7765,131.2937,111.2054,4.476072
866.8516,136.9696,115.9619,4.619653
866.9267,139.9581,118.4367,4.664484
867.0019,141.5484,119.7194,4.655984
867.0771,142.9315,120.8181,4.633372
867.1523,144.4164,121.9975,4.607419
867.2275,145.4124,122.7593,4.561544
867.3027,145.4638,122.7186,4.481959
867.3779,144.9264,122.1756,4.378019
867.4532,144.6539,121.8458,4.272161
867.5284,139.5484,117.0566,4.139178
867.6037,121.6742,100.6325,3.901107
867.6789,101.5118,82.14485,3.583192
867.7543,95.47477,76.33485,3.363764
867.8296,99.14499,79.0672,3.302564
867.9049,102.4078,81.4317,3.237511
867.9802,103.1599,81.73481,3.056324
868.0556,101.8256,80.3437,2.790537
868.1309,98.96378,77.74947,2.492464
868.2063,95.9587,75.05564,2.206753
868.2817,92.82122,72.08636,1.972043
868.3571,82.40427,62.6279,1.748988
868.4325,66.02831,47.8507,1.45986
868.5079,56.72232,38.97095,1.127726
868.5833,54.38938,36.00447,0.8204496
868.6588,50.10905,32.13391,0.5423374
868.7342,40.18871,24.34429,0.2924303
868.8098,28.12733,14.63004,0.1180342
868.8852,18.68589,7.542682,0.04075418
868.9607,11.13204,3.33104,0.01923694
869.0363,4.842585,1.021013,0.01443527
869.1118,1.246855,0.3153567,0.01400508
869.1873,0.2967352,0.1868999,0.01414538
869.2629,0.3915991,0.1930166,0.01425457
869.3385,0.6564341,0.3615614,0.01431575
869.414,1.303613,0.6071241,0.01431472
869.4896,2.484424,1.008111,0.01428899
869.5652,3.926765,1.564621,0.01428727
869.6408,5.661095,2.09253,0.0144903
869.7165,7.88428,2.836082,0.01550168
869.7921,10.76308,3.904933,0.01827236
869.8678,12.49289,4.375935,0.02175975
869.9434,11.84672,4.148798,0.02432454
870.0191,10.70941,4.003572,0.0254091
870.0948,9.643786,3.736117,0.02487174
870.1705,8.895013,3.409256,0.02433885
870.2463,8.777192,3.369364,0.02463263
870.322,8.547163,3.305742,0.02471376
870.3977,8.335385,3.199011,0.02489224
870.4736,7.962912,3.018719,0.02477078
870.5493,7.685994,2.742342,0.02438113
870.6251,7.490415,2.455779,0.02404256
870.7009,7.340118,2.337581,0.0240816
870.7767,7.679235,2.492831,0.02491151
870.8526,7.518464,2.525576,0.02492293
870.9284,7.916178,2.699818,0.02603213
871.0043,7.765337,2.536724,0.0257758
871.0802,7.536031,2.23694,0.02452851
871.156,8.264068,2.305126,0.02510454
871.2319,7.537711,2.087558,0.02428972
871.3078,8.20855,2.391402,0.02573777
871.3838,8.656507,2.54211,0.02655127
871.4597,7.587532,2.24879,0.02521572
871.5357,9.047584,2.789242,0.02796197
871.6116,9.158166,2.819525,0.0282338
871.6876,8.524574,2.725178,0.02801888
871.7636,10.78338,3.616141,0.03290999
871.8396,10.32685,3.572074,0.03230162
871.9156,9.346489,3.672969,0.03200319
871.9916,11.98771,4.990853,0.03869934
872.0677,11.34526,4.525742,0.03692787
872.1437,9.8951,3.938241,0.03498348
872.2198,13.39809,5.83136,0.0456451
872.2959,13.5503,6.149527,0.04670117
872.372,11.17581,5.15273,0.04249452
872.4481,14.92571,6.820794,0.05695884
872.5242,16.72734,7.664844,0.06300464
872.6004,12.82273,6.060688,0.04944164
872.6765,14.06188,6.614422,0.05544364
872.7527,18.50909,8.770284,0.07264039
872.8288,16.64205,9.008101,0.0653163
872.905,14.62724,8.944856,0.06287806
872.9813,18.51608,10.03945,0.08485823
873.0574,18.8313,9.378545,0.08348247
873.1337,14.61264,7.34114,0.05952134
873.2099,16.04152,7.74878,0.06295779
873.2862,20.56975,9.521655,0.08036356
873.3624,18.58871,8.717422,0.07007806
873.4387,14.5617,6.684969,0.04970037
873.515,16.87215,6.641834,0.04761519
873.5914,18.5879,6.429894,0.04466172
873.6677,13.37072,4.37049,0.02963829
873.744,6.589721,2.191985,0.01834634
873.8204,2.77894,0.7858885,0.01543904
873.8967,1.653317,0.2150082,0.01535849
873.9731,2.109612,0.2688842,0.01546615
874.0495,3.669002,0.5642,0.01561351
874.1259,6.098604,0.8539175,0.01587596
874.2023,8.013435,1.114767,0.01628979
874.2787,8.253012,1.467629,0.01688785
874.3551,9.761291,2.683132,0.01959045
874.4316,14.74473,5.203855,0.0268343
874.5081,18.56026,7.113584,0.03574657
874.5846,16.92719,6.719486,0.03873214
874.6611,15.13006,6.302587,0.04218394
874.7376,18.49651,8.142472,0.05779972
874.8141,21.80637,10.06153,0.07434399
874.8906,19.8305,9.602671,0.07366446
874.9672,16.2412,8.149283,0.06449149
875.0437,16.93084,8.499241,0.07171913
875.1203,19.81524,9.857006,0.08767512
875.1969,19.43547,9.557654,0.0868646
875.2735,16.17245,7.831651,0.07124608
875.3501,14.64003,7.101824,0.06348623
875.4268,16.39244,8.073812,0.07146186
875.5034,18.21871,9.131215,0.0820187
875.5801,17.50024,8.889443,0.08201683
875.6567,15.83014,7.987143,0.07636547
875.7334,16.85348,8.336627,0.08225393
875.8101,19.20179,9.550549,0.0948877
875.8869,19.63418,9.988317,0.1019716
875.9636,17.86326,9.19906,0.09768438
876.0403,17.17529,8.907288,0.09677858
876.1171,19.94142,10.52957,0.1180559
876.1938,22.52472,12.06937,0.1385929
876.2706,22.07988,11.79572,0.136053
876.3474,19.7825,10.42161,0.1187688
876.4242,19.39008,10.25345,0.115129
876.501,22.25878,11.98042,0.1375221
876.5779,24.5228,13.53933,0.1623152
876.6547,23.89188,13.62674,0.1669918
876.7316,22.2952,12.92144,0.1538801
876.8084,22.30188,12.72336,0.1476363
876.8853,24.04155,13.33448,0.160169
876.9622,25.99466,14.38772,0.1785086
877.0391,26.1711,14.62236,0.1806455
877.116,24.32463,13.42085,0.1584539
877.193,23.35089,12.5096,0.137829
877.2699,24.33586,12.50021,0.1303259
877.3469,23.36247,11.26339,0.11116
877.4239,18.21504,7.933421,0.0755143
877.5009,13.85889,5.186322,0.04935799
877.5779,13.76321,4.720143,0.04405024
877.6549,16.09591,5.799819,0.05290189
877.7319,19.11907,7.770856,0.07144016
877.809,21.57187,9.686099,0.09243834
877.8861,22.71238,10.83359,0.106792
877.9631,23.63734,11.90355,0.1228955
878.0402,26.62122,14.16201,0.1629412
878.1173,30.49028,17.03767,0.2192751
878.1945,32.58339,18.88716,0.2630923
878.2716,32.50742,19.04509,0.270327
878.3487,31.51527,18.12491,0.2432284
878.4258,30.27486,16.58397,0.2049074
878.503,26.22087,13.33647,0.1530117
878.5802,20.11994,9.284536,0.09987801
878.6574,16.76277,7.004795,0.07356318
878.7346,17.23857,6.896371,0.07156213
878.8118,19.27218,7.991594,0.08156783
878.8891,21.99396,9.926849,0.1017012
878.9663,25.37847,12.43367,0.1360228
879.0436,28.46263,14.9489,0.1787017
879.1209,31.42575,17.71104,0.2229937
879.1982,33.28255,19.6444,0.264825
879.2755,34.82508,21.01188,0.3207142
879.3528,37.51571,23.07542,0.3903705
879.4301,38.5709,24.11206,0.4397963
879.5075,38.36931,24.21605,0.4713547
879.5848,38.11804,24.19864,0.4914232
879.6622,38.66726,24.67494,0.5188311
879.7396,40.25114,25.8052,0.5629152
879.817,40.71798,26.23136,0.588641
879.8944,41.09382,26.51671,0.5973229
879.9719,42.21465,27.08377,0.601667
880.0493,41.74947,26.59613,0.5782357
880.1267,40.95688,26.04069,0.5600266
880.2042,41.38898,26.34601,0.5736517
880.2817,41.82106,26.75764,0.6021334
880.3592,42.89382,27.67788,0.6548186
880.4367,43.22649,28.00049,0.6787423
880.5142,41.96516,27.1234,0.6473382
880.5918,41.3121,26.63321,0.6326024
880.6693,41.44906,26.80857,0.6662397
880.7469,40.22253,26.28358,0.682317
880.8244,37.73293,24.98402,0.6625472
880.9021,36.92256,24.66985,0.65792
880.9797,39.72264,26.71861,0.6817024
881.0573,44.87286,30.4033,0.7498191
881.1349,48.53396,33.01327,0.8276836
881.2125,49.9052,34.0264,0.8739599
881.2902,50.76934,34.78255,0.9176114
881.3679,52.19761,35.99229,0.9847541
881.4456,53.95963,37.38739,1.045052
881.5233,53.77602,37.31696,1.039049
881.601,52.74606,36.66879,1.023628
881.6787,53.50306,37.38957,1.065009
881.7565,55.21696,38.85443,1.130749
881.8342,56.82269,40.27162,1.20079
881.912,59.06025,42.20216,1.268252
881.9898,61.71319,44.41553,1.322792
882.0676,62.27486,44.91868,1.339347
882.1454,62.30925,45.08867,1.352492
882.2232,64.41387,46.94376,1.425732
882.301,66.11853,48.41856,1.510483
882.3789,66.34155,48.76521,1.571099
882.4568,65.83766,48.54628,1.612402
882.5346,64.49154,47.65184,1.602726
882.6125,62.60744,46.3657,1.554628
882.6904,62.14918,46.18067,1.549227
882.7683,65.85576,49.2299,1.653428
882.8463,71.50835,53.71529,1.802915
882.9243,74.37434,56.02876,1.911062
883.0022,75.20094,56.85168,2.001771
883.0802,75.76838,57.43282,2.067259
883.1581,76.62417,58.25612,2.11288
883.2362,79.93546,61.30687,2.213572
883.3142,85.05127,66.06028,2.359147
883.3922,89.17909,69.96072,2.50561
883.4703,91.59905,72.28146,2.659427
883.5483,92.92048,73.59716,2.811029
883.6264,93.61152,74.33924,2.930282
883.7045,95.97817,76.62395,3.050336
883.7826,101.2703,81.56536,3.232008
883.8607,106.3385,86.35658,3.424934
883.9388,109.8676,89.99887,3.567319
884.017,110.6949,91.34898,3.636132
884.0951,110.1556,91.18259,3.683061
884.1733,113.6387,94.23521,3.831072
884.2515,118.6189,98.51739,4.03588
884.3297,120.8548,100.4562,4.170308
884.4079,121.5198,101.1271,4.234345
884.4861,122.6391,102.2517,4.311939
884.5643,125.6892,105.1546,4.415589
884.6426,128.6696,107.9629,4.493545
884.7209,129.3831,108.6858,4.521385
884.7991,129.429,108.9308,4.550622
884.8774,129.7076,109.449,4.633047
884.9558,134.1234,113.6968,4.85198
885.0341,143.6646,122.5894,5.207492
885.1124,151.6344,130.0924,5.51765
885.1908,156.6052,134.9388,5.734116
885.2691,160.1842,138.5033,5.896842
885.3475,162.7052,141.0902,5.998369
885.4259,164.0626,142.5806,6.044472
885.5043,164.3742,142.95,6.073048
885.5827,164.6345,143.1487,6.109601
885.6611,164.6552,143.1469,6.136053
885.7396,164.3739,142.8992,6.145914
885.8181,164.1885,142.7955,6.142481
885.8965,163.6099,142.4288,6.108458
885.975,162.1509,141.2111,6.047318
886.0535,160.6558,139.9336,5.991419
886.1321,158.9775,138.6826,5.912826
886.2106,155.6437,136.0076,5.769316
886.2891,152.598,133.4141,5.655938
886.3677,152.4456,133.2778,5.661051
886.4462,153.0234,133.7829,5.692945
886.5248,153.4528,134.1511,5.721746
886.6034,156.0592,136.4193,5.830764
886.682,159.6324,139.5356,5.967072
886.7607,159.4818,139.3859,5.965302
886.8393,154.6768,135.1637,5.797078
886.9179,151.5134,132.3988,5.682829
886.9966,154.2643,134.8063,5.783465
887.0753,159.5211,139.3954,5.98197
887.154,163.6981,143.0399,6.144582
887.2327,166.2289,145.2394,6.250966
887.3115,167.2959,146.1576,6.300671
887.3902,167.4551,146.2895,6.306071
887.4689,167.133,146.0045,6.290036
887.5477,166.5152,145.4525,6.270261
887.6265,165.95,144.939,6.256642
887.7053,165.231,144.2925,6.235592
887.7841,163.788,143.0176,6.184125
887.8629,162.6094,141.9754,6.136597
887.9418,162.7163,142.0558,6.130583
888.0206,162.2449,141.6414,6.109185
888.0995,159.4298,139.1989,6.03233
888.1783,158.3626,138.2672,6.015082
888.2573,161.8848,141.3016,6.117807
888.3361,164.5493,143.5936,6.196997
888.415,164.2452,143.325,6.196664
888.494,163.9865,143.0881,6.188776
888.5729,164.1887,143.2396,6.195677
888.6519,164.58,143.5636,6.218526
888.7309,165.3631,144.2356,6.254357
888.8099,165.9858,144.7675,6.275863
888.8889,165.6297,144.4541,6.26258
888.9679,165.0764,143.9779,6.245545
889.047,165.6154,144.44,6.260891
889.126,166.0016,144.7465,6.273306
889.205,165.01,143.8505,6.243017
889.2841,163.7403,142.7258,6.20246
889.3632,162.9009,141.9867,6.177915
889.4423,161.8282,141.045,6.140283
889.5214,161.2776,140.5572,6.111783
889.6006,162.7146,141.8003,6.150842
889.6797,164.8593,143.6493,6.217797
889.7589,165.3785,144.0753,6.232794
889.838,163.6725,142.5946,6.179905
889.9173,161.8687,141.039,6.121454
889.9965,161.6849,140.8387,6.10769
890.0757,161.073,140.2569,6.086302
890.1549,159.2554,138.6653,6.045379
890.2341,158.1734,137.7321,6.035127
890.3134,158.3822,137.9136,6.052641
890.3927,158.9136,138.3394,6.072416
890.4719,158.9155,138.2955,6.070968
890.5513,158.456,137.8713,6.042311
890.6305,157.9118,137.3803,6.004591
890.7099,157.9245,137.3628,5.987726
890.7892,158.3808,137.7097,5.978978
890.8686,156.7953,136.2617,5.892729
890.948,152.6159,132.5663,5.736324
891.0273,150.1947,130.4059,5.671239
891.1068,151.9615,131.9016,5.729906
891.1862,153.9867,133.6594,5.764025
891.2656,151.8144,131.7603,5.680654
891.345,147.8951,128.3531,5.565311
891.4245,148.1499,128.6157,5.589744
891.504,152.3757,132.328,5.752015
891.5834,156.1268,135.5994,5.903852
891.663,157.6048,136.8765,5.960057
891.7425,156.5514,135.9507,5.917714
891.822,153.9296,133.6436,5.84349
891.9016,151.7661,131.6979,5.795522
891.9811,150.4762,130.4962,5.743404
892.0606,149.1328,129.2618,5.648675
892.1403,146.1294,126.6169,5.500981
892.2198,143.5506,124.3196,5.394743
892.2995,143.9933,124.5657,5.388955
892.3791,143.9015,124.2654,5.360775
892.4587,140.1866,120.7541,5.234081
892.5384,135.326,116.299,5.066193
892.6181,132.3111,113.5102,4.939936
892.6978,130.8597,112.049,4.864188
892.7774,128.1457,109.3952,4.761016
892.8571,120.9097,102.7212,4.524301
892.9369,113.6728,96.10883,4.244411
893.0166,109.0684,91.88484,3.999289
893.0964,100.4478,84.26931,3.67221
893.1761,92.49104,77.17647,3.388533
893.2559,88.72092,73.62529,3.159085
893.3357,78.04191,64.59959,2.676808
893.4155,65.66924,54.31185,2.1908
893.4954,65.01509,53.40011,2.145161
893.5752,68.62066,56.00359,2.269671
893.6551,71.62428,58.48334,2.370405
893.7349,78.80148,64.58516,2.617558
893.8148,87.78465,72.27466,2.949237
893.8947,96.48656,79.77764,3.276502
893.9746,103.7462,86.1071,3.597535
894.0545,107.5788,89.52245,3.854908
894.1345,106.566,88.70131,3.857182
894.2145,98.16769,81.69872,3.493293
894.2944,88.6653,73.72462,3.12501
894.3744,86.04164,71.31304,3.034209
894.4544,87.33451,72.19597,3.063093
894.5344,91.03043,75.21094,3.16542
894.6144,95.81115,79.30016,3.332462
894.6944,97.30508,80.76778,3.433735
894.7745,93.80122,77.95084,3.360775
894.8546,86.44118,71.867,3.11467
894.9347,84.13918,69.92093,3.002301
895.0148,87.51236,72.49675,3.069397
895.0949,88.13789,72.83749,3.053507
895.175,89.06235,73.49249,3.073164
895.2551,91.75767,75.62209,3.183715
895.3353,90.80859,74.87317,3.166787
895.4155,85.02246,70.12244,2.984531
895.4957,82.83275,68.12611,2.920738
895.5759,82.49094,67.65842,2.873628
895.656,73.94822,60.79558,2.563197
895.7363,70.86622,58.49147,2.48431
895.8166,80.93803,66.75059,2.83915
895.8968,91.36617,75.37059,3.185811
895.9771,95.26382,78.77299,3.329062
896.0574,95.00697,78.77416,3.374169
896.1377,98.07523,81.51853,3.544019
896.2179,102.374,85.11268,3.713417
896.2983,99.56489,82.57507,3.585215
896.3786,87.90307,72.67081,3.107717
896.459,72.10711,59.60824,2.478537
896.5393,63.99796,52.91296,2.157372
896.6197,68.94995,56.48364,2.297192
896.7001,74.2182,60.26909,2.439731
896.7806,70.26809,57.05924,2.313168
896.861,69.54644,56.6825,2.338969
896.9414,79.08514,64.69646,2.717205
897.0219,88.49386,72.84,3.076927
897.1024,92.45133,76.48517,3.250889
897.1828,93.66418,77.3902,3.331218
897.2633,87.32317,71.84872,3.090768
897.3439,71.42877,58.75655,2.461917
897.4244,63.03787,51.70871,2.112089
897.5049,70.25264,57.08422,2.350243
897.5855,78.32258,63.51587,2.629483
897.6661,79.23656,64.5092,2.673126
897.7467,81.44231,66.59838,2.80038
897.8273,87.12978,71.69328,3.057468
897.9079,90.76501,75.00587,3.230512
897.9885,91.23874,75.2672,3.261125
898.0691,88.42284,72.76389,3.122988
898.1498,81.3925,66.74742,2.81959
898.2305,69.75945,57.01487,2.359126
898.3112,64.05804,52.26843,2.14236
898.3919,74.44464,60.51329,2.562259
898.4726,89.64483,73.15419,3.162803
898.5533,98.28039,80.85866,3.495682
898.6341,101.0747,83.48716,3.615144
898.7148,99.14597,81.96149,3.562311
898.7956,89.2403,73.77312,3.194938
898.8764,72.01128,59.54774,2.549316
898.9572,59.30438,48.9858,2.052835
899.038,58.44562,47.82756,1.968434
899.1188,62.50701,50.54664,2.092149
899.1997,64.30319,51.65928,2.140718
899.2805,62.08698,49.90396,2.023458
899.3614,56.06509,45.45542,1.806187
899.4424,56.40718,45.8872,1.8528
899.5233,70.04441,56.74515,2.376762
899.6042,87.47002,71.23811,3.023216
899.6851,99.30666,81.66093,3.499948
899.7661,105.5118,87.63081,3.838172
899.847,109.688,92.08425,4.082863
899.928,112.1867,94.78288,4.198486
900.009,109.6076,92.54791,4.083132
900.09,98.81443,82.93013,3.655298
900.171,80.84801,67.55701,2.963265
900.252,67.02227,56.18558,2.435073
900.3331,71.73325,59.89557,2.60592
900.4142,88.27689,73.22552,3.172642
900.4953,95.18754,79.16046,3.384173
900.5764,89.30707,74.7644,3.205342
900.6575,87.90037,73.75256,3.227036
900.7386,95.25402,79.56844,3.534851
900.8197,97.12998,80.84486,3.5801
900.9009,87.12938,72.6317,3.153851
900.9821,75.39912,62.99161,2.702592
901.0633,74.67747,62.02118,2.720848
901.1444,82.83228,68.46141,3.075859
901.2257,90.25745,74.8726,3.385903
901.3069,90.90035,75.86082,3.441181
901.3881,85.3092,71.53316,3.269521
901.4694,84.75667,71.23172,3.265862
901.5507,93.20093,78.4062,3.553281
901.632,99.70759,83.96992,3.753142
901.7133,98.14388,82.5411,3.684955
901.7946,87.89726,73.83448,3.296131
901.8759,73.40257,61.9818,2.715183
901.9573,71.45401,60.47395,2.627998
902.0386,86.84951,73.12078,3.210252
902.12,102.2464,86.03593,3.816812
902.2014,109.1412,92.15858,4.161164
902.2828,111.6889,94.67979,4.320209
902.3642,108.4122,92.06676,4.220337
902.4456,98.47144,83.92731,3.851037
902.5271,94.15694,80.57777,3.650929
902.6085,100.1102,85.3175,3.842215
902.69,101.6073,86.39513,3.891625
902.7715,94.37837,80.73523,3.58182
902.853,92.88988,79.76452,3.518162
902.9346,105.0153,89.96355,4.01787
903.0161,119.0377,102.1102,4.544409
903.0976,124.1128,106.8622,4.744679
903.1792,123.2618,106.3635,4.783941
903.2608,121.2194,104.7368,4.765892
903.3424,119.1636,103.0884,4.712888
903.424,121.6523,105.2937,4.82322
903.5056,130.5714,113.0514,5.148656
903.5872,137.7565,119.4431,5.400941
903.6689,138.0549,119.8557,5.443999
903.7505,136.733,118.766,5.435229
903.8323,138.5347,120.3231,5.518754
903.914,140.7727,122.2404,5.621513
903.9956,141.4592,122.8238,5.649862
904.0774,140.3599,121.8416,5.585554
904.1591,135.2054,117.3709,5.376714
904.2409,128.8444,111.8762,5.140006
904.3227,127.2421,110.396,5.091386
904.4045,127.9899,110.9652,5.111816
904.4862,127.5837,110.6857,5.073503
904.5681,130.046,112.8337,5.161489
904.6499,136.3152,118.2034,5.402071
904.7318,140.6767,121.9797,5.577661
904.8136,141.2213,122.4703,5.605943
904.8955,138.0326,119.7383,5.495004
904.9774,133.0722,115.4587,5.333846
905.0593,132.4861,114.9047,5.318699
905.1412,136.1466,118.0278,5.426106
905.2231,137.8873,119.5107,5.466316
905.3051,134.518,116.5285,5.358726
905.387,128.9091,111.5319,5.176415
905.4691,122.7261,106.1704,4.922304
905.551,119.2989,103.2413,4.768169
905.633,124.5497,107.6359,4.984184
905.715,133.3321,115.2275,5.295378
905.7971,137.4021,118.8694,5.41095
905.8791,136.9601,118.5152,5.410061
905.9612,135.8947,117.5887,5.400092
906.0433,135.3352,117.0546,5.397905
906.1254,132.092,114.0722,5.320284
906.2075,122.5861,105.674,5.006257
906.2896,111.5974,96.15733,4.545928
906.3718,106.2275,91.51479,4.230667
906.454,104.4778,90.04397,4.06309
906.5361,105.2433,90.74976,4.028551
906.6183,108.8271,93.6188,4.194491
906.7005,114.5439,98.18793,4.491572
906.7827,121.4644,103.9785,4.779506
906.8649,124.7343,106.769,4.905634
906.9472,121.4524,103.7725,4.794798
907.0294,109.6631,93.3927,4.38126
907.1118,94.48547,80.43694,3.787937
907.1941,89.85235,76.41551,3.51867
907.2763,93.83431,79.3,3.613443
907.3587,87.12167,73.41109,3.38754
907.441,76.105,64.17119,3.003112
907.5234,80.23394,67.47615,3.144921
907.6057,87.5387,73.5309,3.430091
907.6881,91.4948,76.93536,3.576768
907.7705,99.36532,83.4819,3.833504
907.8529,104.3278,87.49574,3.970773
907.9354,100.1846,83.81788,3.722784
908.0178,87.32837,72.70111,3.151268
908.1002,70.555,58.30426,2.483649
908.1827,58.18988,47.71072,2.026972
908.2652,54.93295,44.73486,1.914678
908.3477,59.04008,47.78799,2.033556
908.4302,65.23854,52.43604,2.249016
908.5128,68.9497,55.05901,2.410697
908.5953,68.13338,54.21948,2.334061
908.6779,60.41534,47.90631,1.956334
908.7604,48.51199,38.109,1.477335
908.843,38.84515,30.15817,1.132812
908.9257,33.17839,25.61821,0.95332
909.0083,33.455,25.78672,0.9824739
909.0909,38.15158,29.52523,1.167669
909.1735,44.04536,34.64862,1.381435
909.2562,52.20312,41.96611,1.661388
909.3389,60.95982,49.74349,1.99522
909.4216,65.48977,53.81059,2.22145
909.5043,66.59791,54.9224,2.317182
909.587,66.96774,55.3777,2.380737
909.6698,64.95355,53.76027,2.399991
909.7525,65.1574,54.00837,2.458643
909.8353,73.32572,60.96094,2.708232
909.9181,82.45782,68.62548,3.022104
910.0009,84.62279,70.48021,3.1521
910.0837,81.41162,67.93176,3.076455
910.1666,75.38333,62.98667,2.903545
910.2494,71.60403,59.91072,2.810941
910.3323,76.71803,64.25515,2.986889
910.4152,83.90952,70.21017,3.244766
910.498,85.12721,71.05772,3.299311
910.5809,82.05168,68.24525,3.125813
910.6639,73.58028,60.83884,2.692887
910.7468,61.04295,50.05231,2.129941
910.8298,53.99012,43.91226,1.81922
910.9128,54.20226,44.01075,1.791136
910.9957,55.62015,45.34865,1.824618
911.0787,60.18676,49.20116,2.021594
911.1617,68.24468,55.97607,2.373715
911.2448,73.71757,60.85231,2.634793
911.3278,74.83418,62.10314,2.742297
911.4109,74.33442,61.87373,2.794817
911.494,75.64131,63.02186,2.898621
911.577,78.36125,65.27923,3.016444
911.6601,80.30142,66.85513,3.071327
911.7432,78.7517,65.5661,2.983796
911.8264,75.15576,62.5713,2.82994
911.9095,71.3727,59.33964,2.673493
911.9927,64.83429,53.79224,2.430979
912.0759,57.71422,47.87428,2.177759
912.1591,57.92609,48.08882,2.183157
912.2423,67.4941,55.90225,2.536942
912.3255,76.84289,63.6134,2.88911
912.4088,81.67797,67.6778,3.119439
912.492,83.30402,69.06867,3.267769
912.5753,82.39613,68.40733,3.309303
912.6586,81.72147,67.88374,3.320257
912.7419,82.034,68.10921,3.298023
912.8252,82.86253,68.66978,3.252706
912.9086,80.72975,66.73731,3.080045
912.9919,73.22504,60.32932,2.703436
913.0752,64.33992,52.65341,2.328406
913.1586,59.06693,48.02532,2.138859
913.242,57.91911,47.11599,2.069737
913.3254,60.56467,49.37933,2.106069
913.4088,67.12529,54.71197,2.345013
913.4923,75.04411,61.3141,2.677508
913.5757,78.88952,64.7306,2.835913
913.6592,75.86893,62.41337,2.752426
913.7427,69.86796,57.51085,2.577307
913.8262,62.00515,51.24152,2.308586
913.9097,58.71973,48.77915,2.203723
913.9932,69.80399,57.9348,2.60339
914.0768,85.8532,71.47157,3.155227
914.1604,93.99732,78.70219,3.503873
914.2439,95.14169,79.91483,3.666926
914.3275,94.26908,79.34937,3.70914
914.4111,94.85648,79.93264,3.75747
914.4948,94.80258,79.8568,3.774019
914.5784,91.2769,76.86648,3.672668
914.662,90.2186,75.99365,3.647232
914.7457,93.35313,78.65777,3.759287
914.8294,94.05059,79.2631,3.813894
914.9131,93.26738,78.61074,3.819293
914.9968,93.79333,79.00047,3.83995
915.0805,93.92538,79.00544,3.781591
915.1643,90.99429,76.28808,3.600006
915.248,83.51547,69.51723,3.33324
915.3318,76.44384,63.207,3.056411
915.4156,71.23682,58.83133,2.765911
915.4994,64.8751,53.54868,2.464371
915.5833,62.89176,51.56701,2.375495
915.6671,65.89866,53.66907,2.450191
915.7509,62.49235,51.11383,2.285428
915.8348,58.15926,48.07904,2.129812
915.9186,65.90526,54.46493,2.46154
916.0026,78.85785,65.12782,2.984778
